datetime,portfolio_value,cash,positions,return
2023-04-01 00:00:00-04:00,1000.0,1000.0,"[{'asset': USD, 'quantity': 1000.0}]",
2023-04-02 00:00:00-04:00,859.9939999999999,719.9939999999999,"[{'asset': USD, 'quantity': 719.9939999999999}, {'asset': PLTR 2023-05-05 9.5 CALL, 'quantity': 20.0}, {'asset': PLTR 2023-05-05 10.0 CALL, 'quantity': -20.0}]",-0.14000600000000007
2023-04-03 00:00:00-04:00,859.9939999999999,719.9939999999999,"[{'asset': USD, 'quantity': 719.9939999999999}, {'asset': PLTR 2023-05-05 9.5 CALL, 'quantity': 20.0}, {'asset': PLTR 2023-05-05 10.0 CALL, 'quantity': -20.0}]",0.0
2023-04-04 00:00:00-04:00,879.9939999999999,719.9939999999999,"[{'asset': USD, 'quantity': 719.9939999999999}, {'asset': PLTR 2023-05-05 9.5 CALL, 'quantity': 20.0}, {'asset': PLTR 2023-05-05 10.0 CALL, 'quantity': -20.0}]",0.02325597620448505
2023-04-05 00:00:00-04:00,939.9939999999999,719.9939999999999,"[{'asset': USD, 'quantity': 719.9939999999999}, {'asset': PLTR 2023-05-05 9.5 CALL, 'quantity': 20.0}, {'asset': PLTR 2023-05-05 10.0 CALL, 'quantity': -20.0}]",0.06818228306102081
2023-04-06 00:00:00-04:00,839.9939999999999,719.9939999999999,"[{'asset': USD, 'quantity': 719.9939999999999}, {'asset': PLTR 2023-05-05 9.5 CALL, 'quantity': 20.0}, {'asset': PLTR 2023-05-05 10.0 CALL, 'quantity': -20.0}]",-0.10638365776802827
2023-04-07 00:00:00-04:00,839.9939999999999,719.9939999999999,"[{'asset': USD, 'quantity': 719.9939999999999}, {'asset': PLTR 2023-05-05 9.5 CALL, 'quantity': 20.0}, {'asset': PLTR 2023-05-05 10.0 CALL, 'quantity': -20.0}]",0.0
2023-04-08 00:00:00-04:00,839.9939999999999,719.9939999999999,"[{'asset': USD, 'quantity': 719.9939999999999}, {'asset': PLTR 2023-05-05 9.5 CALL, 'quantity': 20.0}, {'asset': PLTR 2023-05-05 10.0 CALL, 'quantity': -20.0}]",0.0
2023-04-09 00:00:00-04:00,839.9939999999999,719.9939999999999,"[{'asset': USD, 'quantity': 719.9939999999999}, {'asset': PLTR 2023-05-05 9.5 CALL, 'quantity': 20.0}, {'asset': PLTR 2023-05-05 10.0 CALL, 'quantity': -20.0}]",0.0
2023-04-10 00:00:00-04:00,839.9939999999999,719.9939999999999,"[{'asset': USD, 'quantity': 719.9939999999999}, {'asset': PLTR 2023-05-05 9.5 CALL, 'quantity': 20.0}, {'asset': PLTR 2023-05-05 10.0 CALL, 'quantity': -20.0}]",0.0
2023-04-11 00:00:00-04:00,819.9939999999999,719.9939999999999,"[{'asset': USD, 'quantity': 719.9939999999999}, {'asset': PLTR 2023-05-05 9.5 CALL, 'quantity': 20.0}, {'asset': PLTR 2023-05-05 10.0 CALL, 'quantity': -20.0}]",-0.02380969387876586
2023-04-12 00:00:00-04:00,899.9939999999999,719.9939999999999,"[{'asset': USD, 'quantity': 719.9939999999999}, {'asset': PLTR 2023-05-05 9.5 CALL, 'quantity': 20.0}, {'asset': PLTR 2023-05-05 10.0 CALL, 'quantity': -20.0}]",0.0975616894757767
2023-04-13 00:00:00-04:00,859.9939999999999,719.9939999999999,"[{'asset': USD, 'quantity': 719.9939999999999}, {'asset': PLTR 2023-05-05 9.5 CALL, 'quantity': 20.0}, {'asset': PLTR 2023-05-05 10.0 CALL, 'quantity': -20.0}]",-0.04444474074271609
2023-04-14 00:00:00-04:00,839.9939999999999,719.9939999999999,"[{'asset': USD, 'quantity': 719.9939999999999}, {'asset': PLTR 2023-05-05 9.5 CALL, 'quantity': 20.0}, {'asset': PLTR 2023-05-05 10.0 CALL, 'quantity': -20.0}]",-0.023255976204485163
2023-04-15 00:00:00-04:00,899.9939999999999,719.9939999999999,"[{'asset': USD, 'quantity': 719.9939999999999}, {'asset': PLTR 2023-05-05 9.5 CALL, 'quantity': 20.0}, {'asset': PLTR 2023-05-05 10.0 CALL, 'quantity': -20.0}]",0.07142908163629746
2023-04-16 00:00:00-04:00,899.9939999999999,719.9939999999999,"[{'asset': USD, 'quantity': 719.9939999999999}, {'asset': PLTR 2023-05-05 9.5 CALL, 'quantity': 20.0}, {'asset': PLTR 2023-05-05 10.0 CALL, 'quantity': -20.0}]",0.0
2023-04-17 00:00:00-04:00,899.9939999999999,719.9939999999999,"[{'asset': USD, 'quantity': 719.9939999999999}, {'asset': PLTR 2023-05-05 9.5 CALL, 'quantity': 20.0}, {'asset': PLTR 2023-05-05 10.0 CALL, 'quantity': -20.0}]",0.0
2023-04-18 00:00:00-04:00,899.9939999999999,719.9939999999999,"[{'asset': USD, 'quantity': 719.9939999999999}, {'asset': PLTR 2023-05-05 9.5 CALL, 'quantity': 20.0}, {'asset': PLTR 2023-05-05 10.0 CALL, 'quantity': -20.0}]",0.0
2023-04-19 00:00:00-04:00,839.9939999999999,719.9939999999999,"[{'asset': USD, 'quantity': 719.9939999999999}, {'asset': PLTR 2023-05-05 9.5 CALL, 'quantity': 20.0}, {'asset': PLTR 2023-05-05 10.0 CALL, 'quantity': -20.0}]",-0.06666711111407408
2023-04-20 00:00:00-04:00,759.9939999999999,719.9939999999999,"[{'asset': USD, 'quantity': 719.9939999999999}, {'asset': PLTR 2023-05-05 9.5 CALL, 'quantity': 20.0}, {'asset': PLTR 2023-05-05 10.0 CALL, 'quantity': -20.0}]",-0.09523877551506321
2023-04-21 00:00:00-04:00,739.9939999999999,719.9939999999999,"[{'asset': USD, 'quantity': 719.9939999999999}, {'asset': PLTR 2023-05-05 9.5 CALL, 'quantity': 20.0}, {'asset': PLTR 2023-05-05 10.0 CALL, 'quantity': -20.0}]",-0.026315997231557087
2023-04-22 00:00:00-04:00,719.9939999999999,719.9939999999999,"[{'asset': USD, 'quantity': 719.9939999999999}, {'asset': PLTR 2023-05-05 9.5 CALL, 'quantity': 20.0}, {'asset': PLTR 2023-05-05 10.0 CALL, 'quantity': -20.0}]",-0.027027246166860808
2023-04-23 00:00:00-04:00,719.9939999999999,719.9939999999999,"[{'asset': USD, 'quantity': 719.9939999999999}, {'asset': PLTR 2023-05-05 9.5 CALL, 'quantity': 20.0}, {'asset': PLTR 2023-05-05 10.0 CALL, 'quantity': -20.0}]",0.0
2023-04-24 00:00:00-04:00,719.9939999999999,719.9939999999999,"[{'asset': USD, 'quantity': 719.9939999999999}, {'asset': PLTR 2023-05-05 9.5 CALL, 'quantity': 20.0}, {'asset': PLTR 2023-05-05 10.0 CALL, 'quantity': -20.0}]",0.0
